"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"英特尔美国公司; 英特尔公司","英特尔一通用电气管理创新有限责任公司; 英特尔美国公司","美国","美国加利福尼亚州","美国","美国"
"英业达股份有限公司","卢芳芳","台湾","天津市武清区黄庄街滨河道北侧丽德花园25-1-2502","台湾","天津"
"英业达股份有限公司","夏能均; 鲜青松; 肖金姑; 龙云; 王建刚","台湾","重庆市巫溪县徐家镇大宝村4组","台湾","重庆"
"英业达股份有限公司","夏能月; 邢学贵; 徐春花; 杨振虎; 王艳峰","台湾","重庆市巫溪县徐家镇大宝村4组","台湾","重庆"
"英业达股份有限公司","王振莲; 武海亮; 席云芝; 李寿刚; 周晓华","台湾","河北省张家口市尚义县南壕堑镇河东街电力局家属楼3单元101号","台湾","河北"
"英业达股份有限公司","王文霞; 王晓; 王跃飞; 赵子强; 黄维津","台湾","河南省周口市西华县田口乡陈楼行政村陈楼村226号","台湾","河南"
"华为技术有限公司; 横琴国际知识产权交易中心有限公司","横琴国际知识产权交易中心有限公司; 武建强","广东","519031 广东省珠海市横琴金融产业服务基地5号楼2-I; 075002 河北省张家口市桥西区北新村付1号3号楼5单元601号","广东","51"
"华为技术有限公司; 东莞市谐攀塑胶五金制品有限公司","东莞市谐攀塑胶五金制品有限公司; 广东高鑫信息股份有限公司","广东","523879 广东省东莞市长安镇新民社区祥和街2号; 511400 广东省广州市番禺区小谷围街外环东路280号广东药学院院系一号楼204-1室","广东","52"
"中兴通讯股份有限公司","张秀英","广东","061000 河北省沧州市青县金牛镇苗庄子村3组19号","广东","06"
"中兴通讯股份有限公司","姚小荣; 许其辉; 王小凤; 宓夷洁; 李惠","广东","300131 天津市红桥区张自忠路1号海河华鼎大厦B座1202-6室","广东","30"
"中兴通讯股份有限公司","马帅","广东","151100 黑龙江省肇东市昌五镇二委27组20号","广东","15"
"华为技术有限公司","陈明明","广东","131222 吉林省松原市扶余县长春岭镇二道林子村2社","广东","13"
"横琴国际知识产权交易中心有限公司; 华为技术有限公司","尚涛; 横琴国际知识产权交易中心有限公司","广东","075000 河北省张家口市宣化区建筑街西18号楼4单元403号; 519031 广东省珠海市横琴金融产业服务基地5号楼2-I","广东","07"
"华为技术有限公司; 广东高航知识产权运营有限公司; 潘荣琼","广东高航知识产权运营有限公司; 潘荣琼","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 221331 江苏省徐州市邳州市铁富镇铁富街; 510640 广东省广州市天河区五山路371号之一主楼2414-2416单元","广东","51"
"中兴通讯股份有限公司","张凯军","广东","453000 河南省新乡市长垣县武邱乡三合村419号","广东","45"
"阿尔卡特朗讯公司; 阿尔卡特朗讯美国公司","北京小米移动软件有限公司; 阿尔卡特朗讯公司","美国","北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间; 法国布洛涅-比扬古","美国","北京"
"中兴通讯股份有限公司","蒙路遥; 冯亚栩; 郝婷婷; 蒋进红; 赵友","广东","637300 四川省南充市南部县黄金镇凤凰前街10号","广东","63"
"芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司","芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","上海","北京市西城区金融街乙9号威斯汀行政公寓2062室; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 中国(上海)自由贸易试验区张杨路707号32楼3205F室","上海","北京"
"中兴通讯股份有限公司","李奇星","广东","067000 河北省承德市围场满族蒙古族自治县四道沟乡四道沟村街里75号","广东","06"
"中兴通讯股份有限公司","刁静; 冯霞; 杜林涛; 刘芳芳; 孙志华","广东","065000 河北省廊坊市安次区常青路常青家园小区9栋1单元601室","广东","06"
"比亚迪股份有限公司","河南森源重工有限公司","广东","461500 河南省长葛市魏武路16号","广东","46"
"广州机施建设集团有限公司; 浙江东南网架股份有限公司","广州机施建设集团有限公司","广东","510115 广东省广州市越秀区南堤二马路28号","广东","51"
"森普利维蒂公司","慧与发展有限责任合伙企业","美国","美国德克萨斯州","美国","美国"
"西南石油大学","西南石油大学; 中国石油化工股份有限公司江汉油田分公司勘探开发研究院","四川","610500 四川省成都市新都区新都大道8号","四川","61"
"国家电网公司; 国网山东省电力公司枣庄供电公司; 南京南瑞集团公司; 北京科东电力控制系统有限责任公司","国家电网公司; 国网山东省电力公司; 国网山东省电力公司枣庄供电公司; 南京南瑞集团公司; 北京科东电力控制系统有限责任公司","北京","100033 北京市西城区西长安街86号","北京","10"
"广州市久邦数码科技有限公司; 久邦计算机技术(广州)有限公司","广州久邦世纪科技有限公司","广东","510055 广东省广州市越秀区中山三路33号中华国际中心A塔17楼","广东","51"
"韩华泰科株式会社; 韩华迪纷斯株式会社; 韩华精密机械株式会社; 韩华航空航天公司","韩华泰科株式会社; 韩华兰德系统株式会社; 韩华迪纷斯株式会社; 韩华航空航天公司; 韩华精密机械株式会社","韩国","韩国庆尚南道昌原市; 韩国京畿道城南市","韩国","韩国"
"帕洛阿尔托研究中心公司; 思科系统公司","思科系统公司; 思科技术公司","美国","美国加利福尼亚州","美国","美国"
"思科系统公司; 帕洛阿尔托研究中心公司","思科技术公司; 思科系统公司","美国","美国加利福尼亚州","美国","美国"
"珠海格力电器股份有限公司","珠海格力智能装备技术研究院有限公司; 珠海格力电器股份有限公司","广东","519070 广东省珠海市九洲大道中2907号珠海凌达压缩机有限公司3号厂房","广东","51"
"矽力杰半导体技术(杭州)有限公司","上海芃矽半导体技术有限公司","上海","200120 (上海)浦东新区自由贸易试验区耀华路251号一幢一层","上海","20"
"广东电网有限责任公司; 南京南瑞集团公司; 南京南瑞信息通信科技有限公司","广东电网有限责任公司; 南京南瑞集团公司; 国网电力科学研究院","广东","510600 广东省广州市越秀区梅花路75号","广东","51"
"李应樵","万云数码媒体有限公司","香港","中国香港湾仔区骆克道188号兆安中心7楼","香港","中国"
"南京南瑞集团公司; 南京南瑞信息通信科技有限公司; 广东电网有限责任公司","南京南瑞集团公司; 国网电力科学研究院; 广东电网有限责任公司","江苏","210003 江苏省南京市鼓楼区南瑞路8号","江苏","21"
"中国电力科学研究院; 国家电网公司","中国电力科学研究院; 国家电网公司; 国网山东省电力公司泰安供电公司","北京","100192 北京市海淀区清河小营东路15号","北京","10"
"耿童童","北京卫达信息技术有限公司","北京","100016 北京市朝阳区酒仙桥将台路14号5幢一层98112室","北京","10"
"唐山博凯盛光电科技有限公司; 赵宗轩","赵宗轩; 江苏佳合盛科技有限公司","广东","518119 广东省深圳市龙岗区葵涌街道亚迪村; 223800 江苏省宿迁市宿城区经济开发区科创路68号2号厂房","广东","51"
"葛峰","江苏慧世联网络科技有限公司","江苏","210000 江苏省南京市雨花台区凤集大道15号B区76栋3层308室","江苏","21"
"深圳市世强先进科技有限公司","深圳市世强元件网络有限公司","广东","518000 广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋2401、2402单元","广东","51"
"广东第二师范学院","佛山科学技术学院","广东","528000 广东省佛山市禅城区江湾一路18号","广东","52"
"异视科技(北京)有限公司; 徐俊峰","未来(北京)黑科技有限公司","北京","100176 北京市北京经济技术开发区地盛北街1号院36号楼5层505室","北京","10"
"厦门中控生物识别信息技术有限公司","厦门中控智慧信息技术有限公司","福建","361008 福建省厦门市软件园三期诚毅北大街8号2001室","福建","36"
"广州能迪能源科技股份有限公司","广州能迪云服务科技有限公司","广东","510000 广东省广州市海珠区广州大道南788号自编14栋之107房","广东","51"
"广州市久邦数码科技有限公司; 广州恒业软件科技有限公司","广州久邦世纪科技有限公司","广东","510055 广东省广州市越秀区中山三路33号中华国际中心A塔17楼","广东","51"
"广州市香雪制药股份有限公司; 广东香雪精准医疗技术有限公司","广东香雪精准医疗技术有限公司; 香雪生命科学技术(广东)有限公司","广东","510663 广东省广州市高新技术产业开发区科学城金峰园路2号(自编第1栋); 519031 广东省珠海市横琴新区环岛东路3000号2715办公","广东","51"
"飞思卡尔半导体公司","恩智浦美国有限公司","美国","美国德克萨斯州","美国","美国"
"美国博通公司; 安华高科技通用IP(新加坡)公司","安华高科技通用IP(新加坡)公司; 安华高科技股份有限公司","新加坡","新加坡新加坡市","新加","新加"
"联发科技股份有限公司; 擎发通讯科技(合肥)有限公司","擎发通讯科技(合肥)有限公司; 联发科技股份有限公司","安徽","安徽省合肥市高新区黄山路622号软件研究中心B座; 中国台湾新竹市新竹科学工业园区笃行一路一号","安徽","安徽"
"R普洛斯有限公司; 益迪亚威名有限公司; 益迪亚威名有限公司; 阔科瑞尔有限公司","益迪亚威名有限公司; 益迪亚威名有限公司; 阔科瑞尔有限公司","韩国","; 韩国首尔; 韩国首尔","韩国","; "
"焦点科技股份有限公司","南京焦点领动云计算技术有限公司","江苏","210032 江苏省南京市高新开发区惠达路6号北斗大厦2楼211室","江苏","21"
"清华大学","清华大学; 重庆长安汽车股份有限公司","北京","100084 北京市海淀区清华园","北京","10"
"东南大学","东南大学; 华为技术有限公司","江苏","211189 江苏省南京市江宁区东南大学路2号","江苏","21"
"北京空间飞行器总体设计部","北京空间飞行器总体设计部; 中国长城工业集团有限公司","北京","100094 北京市海淀区友谊路104号","北京","10"
"帕洛阿尔托研究中心公司","思科技术公司","美国","美国加利福尼亚州","美国","美国"
"中国科学院自动化研究所; 北京思朗科技有限责任公司","北京思朗科技有限责任公司; 中国科学院自动化研究所","北京","102412 北京市房山区阎村镇阎富路1号11号楼4层402; 100190 北京市海淀区中关村东路95号","北京","10"
"陈锡鸿","广州益车益路软件科技有限公司","广东","510000 广东省广州市天河区长福路217号二层210单元","广东","51"
"株式会社东芝; 东芝存储器株式会社","东芝存储器株式会社; 株式会社PANGEA","日本","日本东京","日本","日本"
"美的集团股份有限公司","美的集团股份有限公司; 美的智慧家居科技有限公司","广东","528311 广东省佛山市顺德区北滘镇美的大道6号美的总部大楼B区26-28楼","广东","52"
